UTC_Seconds_Of_Day, Lat(deg), Long(deg), WGS84_Ellipsoid_Height(m), S-to-N_Slp, W-to-E_Slp, RMS_Fit(cm), Num_ATM_obs_Used, Num_Of_ATM_obs_Removed, Dist_Block_To_Right_aircraft(m), Track_ID
44248.25, 82.263964, 299.753114, 16.7521, -0.0002248, -0.0002685, 2.99, 300, 6, 0, 0
44248.50, 82.263981, 299.758062, 16.7530, -0.0004816, 0.0000000, 4.88, 522, 40, 67, 1
44248.50, 82.264302, 299.752839, 16.7462, -0.0003632, 0.0000000, 2.79, 318, 7, -19, 2
44248.50, 82.264623, 299.747616, 16.7726, 0.0000000, -0.0003109, 6.01, 590, 20, -105, 3
44248.50, 82.264230, 299.754012, 16.7462, -0.0001486, -0.0001337, 2.74, 303, 2, 0, 0
44248.75, 82.264246, 299.758980, 16.7595, 0.0007204, 0.0007725, 5.35, 518, 41, 67, 1
44248.75, 82.264566, 299.753764, 16.7364, -0.0005444, 0.0000000, 2.99, 315, 15, -19, 2
44248.75, 82.264887, 299.748547, 16.7706, 0.0000000, -0.0001585, 6.44, 583, 23, -105, 3
44248.75, 82.264496, 299.754913, 16.7410, -0.0002435, -0.0001324, 3.15, 298, 9, 0, 0
44249.00, 82.264511, 299.759898, 16.7824, -0.0001068, 0.0011721, 6.91, 530, 27, 67, 1
44249.00, 82.264831, 299.754678, 16.7773, 0.0020530, 0.0001234, 7.33, 319, 16, -19, 2
44249.00, 82.265151, 299.749459, 16.9028, 0.0042107, 0.0018885, 16.44, 602, 4, -105, 3
44249.00, 82.264761, 299.755812, 16.7682, 0.0013608, 0.0001001, 5.96, 294, 14, 0, 0
44249.25, 82.264775, 299.760810, 16.7784, -0.0010828, 0.0005387, 6.07, 547, 17, 67, 1
44249.25, 82.265096, 299.755594, 16.8125, -0.0002950, -0.0015222, 10.22, 320, 15, -18, 2
44249.25, 82.265417, 299.750378, 16.9579, -0.0039065, -0.0011660, 15.98, 598, 4, -104, 3
44249.25, 82.265027, 299.756712, 16.8078, 0.0002757, -0.0013972, 9.48, 299, 10, 0, 0
44249.50, 82.265040, 299.761714, 16.8344, 0.0022902, 0.0016957, 9.68, 554, 17, 68, 1
44249.50, 82.265362, 299.756499, 16.8193, -0.0005779, 0.0006518, 12.22, 314, 14, -18, 2
44249.50, 82.265683, 299.751283, 16.8130, -0.0028984, -0.0002835, 9.17, 583, 23, -104, 3
44249.50, 82.265293, 299.757611, 16.8363, 0.0001940, 0.0000000, 12.87, 300, 10, 0, 0
44249.75, 82.265302, 299.762691, 16.8586, -0.0022183, -0.0001050, 12.80, 559, 8, 69, 1
44249.75, 82.265624, 299.757443, 16.7823, -0.0023767, 0.0005349, 7.61, 309, 19, -18, 2
44249.75, 82.265947, 299.752195, 16.7418, 0.0000000, 0.0000000, 5.08, 595, 10, -104, 3
44249.75, 82.265558, 299.758514, 16.8062, -0.0028361, 0.0006910, 8.67, 294, 12, 0, 0
44250.00, 82.265561, 299.763691, 16.7848, -0.0011516, -0.0002909, 8.24, 539, 25, 70, 1
44250.00, 82.265885, 299.758431, 16.7466, -0.0004571, 0.0007123, 4.33, 324, 3, -16, 2
44250.00, 82.266208, 299.753171, 16.7419, 0.0006567, -0.0004451, 4.71, 600, 4, -103, 3
44250.00, 82.265824, 299.759415, 16.7581, -0.0005234, 0.0007335, 4.79, 297, 5, 0, 0
44250.25, 82.265820, 299.764699, 16.7688, -0.0001226, -0.0005474, 6.53, 555, 5, 72, 1
44250.25, 82.266144, 299.759432, 16.7465, 0.0000000, 0.0004616, 4.63, 306, 26, -15, 2
44250.25, 82.266467, 299.754164, 16.7611, 0.0009756, -0.0003812, 5.77, 586, 22, -101, 3
44250.25, 82.266089, 299.760316, 16.7521, -0.0003250, 0.0004217, 4.34, 301, 6, 0, 0
44250.50, 82.266082, 299.765654, 16.7661, 0.0001895, 0.0000000, 6.27, 554, 2, 73, 1
44250.50, 82.266404, 299.760410, 16.8116, 0.0026305, -0.0015986, 9.81, 325, 6, -13, 2
44250.50, 82.266727, 299.755166, 16.8018, 0.0000000, 0.0006707, 7.33, 596, 16, -100, 3
44250.50, 82.266355, 299.761217, 16.7669, 0.0009863, 0.0001370, 5.20, 299, 13, 0, 0
44250.75, 82.266343, 299.766631, 16.7748, 0.0005885, 0.0010450, 5.75, 531, 16, 74, 1
44250.75, 82.266664, 299.761402, 16.7915, -0.0005651, -0.0014540, 7.43, 322, 13, -12, 2
44250.75, 82.266985, 299.756174, 16.7992, -0.0002598, 0.0005691, 6.85, 590, 23, -98, 3
44250.75, 82.266620, 299.762118, 16.7742, -0.0001395, -0.0005860, 5.63, 300, 9, 0, 0
44251.00, 82.266607, 299.767560, 16.8397, 0.0018480, 0.0007671, 8.27, 515, 28, 75, 1
44251.00, 82.266927, 299.762337, 16.7683, 0.0003390, 0.0005540, 5.44, 309, 21, -11, 2
44251.00, 82.267248, 299.757115, 16.8166, 0.0000000, 0.0009873, 8.76, 607, 13, -97, 3
44251.00, 82.266885, 299.763018, 16.7715, 0.0004473, 0.0005353, 5.51, 288, 16, 0, 0
44251.25, 82.266872, 299.768450, 16.9248, 0.0016848, 0.0005979, 12.88, 520, 22, 75, 1
44251.25, 82.267194, 299.763214, 16.9109, 0.0052746, 0.0028372, 12.25, 314, 10, -12, 2
44251.25, 82.267516, 299.757977, 16.9171, 0.0048801, 0.0018538, 16.63, 611, 19, -98, 3
44251.25, 82.267151, 299.763918, 16.9045, 0.0049278, 0.0021915, 11.78, 295, 10, 0, 0
44251.50, 82.267140, 299.769304, 16.9244, -0.0018414, 0.0000000, 14.19, 531, 14, 74, 1
44251.50, 82.267467, 299.763992, 17.0341, -0.0002502, 0.0001231, 18.67, 324, 9, -14, 2
44251.50, 82.267794, 299.758680, 16.9385, -0.0033191, -0.0017760, 18.02, 594, 26, -101, 3
44251.50, 82.267416, 299.764820, 17.0326, 0.0008672, -0.0005459, 18.00, 297, 7, 0, 0
44251.75, 82.267414, 299.770069, 16.8468, -0.0021102, -0.0018722, 10.77, 535, 19, 72, 1
44251.75, 82.267743, 299.764719, 16.9492, -0.0040576, -0.0004957, 15.76, 326, 7, -17, 2
44251.75, 82.268073, 299.759368, 16.8267, -0.0014826, 0.0002297, 7.97, 583, 32, -105, 3
44251.75, 82.267681, 299.765722, 16.9735, -0.0034442, -0.0012587, 16.52, 299, 6, 0, 0
44252.00, 82.267690, 299.770783, 16.8020, 0.0004902, -0.0012789, 6.83, 542, 15, 68, 1
44252.00, 82.268022, 299.765402, 16.8349, -0.0015629, 0.0003408, 7.57, 332, 10, -20, 2
44252.00, 82.268353, 299.760021, 16.8080, 0.0003234, 0.0003866, 5.99, 602, 8, -109, 3
44252.00, 82.267946, 299.766623, 16.8583, -0.0027859, 0.0001882, 9.29, 304, 5, 0, 0
44252.25, 82.267969, 299.771463, 16.8172, 0.0008967, -0.0006285, 7.97, 546, 21, 65, 1
44252.25, 82.268300, 299.766090, 16.7974, -0.0003682, -0.0003078, 5.09, 339, 1, -24, 2
44252.25, 82.268631, 299.760717, 16.8229, 0.0001974, 0.0003925, 6.28, 596, 3, -112, 3
44252.25, 82.268211, 299.767526, 16.8082, -0.0007631, 0.0002546, 6.56, 303, 7, 0, 0
44252.50, 82.268245, 299.772184, 16.8307, 0.0004833, -0.0006049, 7.87, 542, 25, 62, 1
44252.50, 82.268575, 299.766824, 16.7912, 0.0001256, -0.0001896, 4.27, 332, 6, -26, 2
44252.50, 82.268906, 299.761464, 16.8217, -0.0001676, -0.0003509, 6.69, 599, 0, -115, 3
44252.50, 82.268476, 299.768427, 16.7970, -0.0001593, 0.0003910, 5.75, 296, 14, 0, 0
44252.75, 82.268524, 299.772846, 16.8340, 0.0002309, -0.0007397, 6.49, 552, 17, 58, 1
44252.75, 82.268852, 299.767531, 16.8162, 0.0011316, 0.0004432, 5.84, 315, 15, -30, 2
44252.75, 82.269180, 299.762217, 16.8180, 0.0006848, -0.0007551, 6.38, 595, 1, -117, 3
44252.75, 82.268741, 299.769330, 16.8208, 0.0009924, 0.0006923, 7.11, 292, 14, 0, 0
44253.00, 82.268799, 299.773594, 16.8233, -0.0002016, -0.0008741, 5.11, 548, 27, 55, 1
44253.00, 82.269124, 299.768331, 16.8501, 0.0005410, -0.0002554, 8.94, 309, 14, -31, 2
44253.00, 82.269449, 299.763068, 16.8591, 0.0012272, 0.0003868, 7.53, 587, 11, -118, 3
44253.00, 82.269006, 299.770234, 16.8395, 0.0001780, -0.0005479, 7.34, 297, 10, 0, 0
44253.25, 82.269068, 299.774424, 16.8207, 0.0004179, -0.0005973, 5.47, 541, 33, 54, 1
44253.25, 82.269391, 299.769190, 16.8463, -0.0003875, -0.0009190, 7.25, 310, 18, -32, 2
44253.25, 82.269714, 299.763957, 16.9040, 0.0000000, 0.0009076, 8.23, 576, 18, -118, 3
44253.25, 82.269271, 299.771137, 16.8369, 0.0003224, 0.0001908, 6.17, 288, 25, 0, 0
44253.50, 82.269331, 299.775366, 16.8201, 0.0000000, -0.0007982, 5.51, 540, 25, 55, 1
44253.50, 82.269655, 299.770117, 16.8330, -0.0001540, -0.0005572, 5.68, 322, 12, -32, 2
44253.50, 82.269978, 299.764868, 16.8950, -0.0009245, 0.0000000, 8.67, 583, 16, -118, 3
44253.50, 82.269536, 299.772043, 16.8319, -0.0006779, 0.0000000, 5.52, 292, 22, 0, 0
44253.75, 82.269593, 299.776304, 16.8153, 0.0006171, 0.0001042, 5.50, 545, 18, 55, 1
44253.75, 82.269916, 299.771078, 16.8492, 0.0010524, -0.0003556, 6.44, 320, 11, -31, 2
44253.75, 82.270240, 299.765851, 16.8625, -0.0013316, 0.0000000, 7.20, 596, 8, -117, 3
44253.75, 82.269801, 299.772943, 16.8319, 0.0007869, 0.0000000, 6.01, 303, 10, 0, 0
44254.00, 82.269855, 299.777231, 16.8498, 0.0012728, 0.0000000, 6.87, 537, 18, 56, 1
44254.00, 82.270179, 299.772020, 16.8766, 0.0002086, 0.0001257, 7.85, 324, 7, -30, 2
44254.00, 82.270502, 299.766810, 16.8469, -0.0001471, 0.0006448, 5.59, 603, 3, -116, 3
44254.00, 82.270066, 299.773846, 16.8727, 0.0013380, 0.0002182, 7.73, 307, 6, 0, 0
44254.25, 82.270120, 299.778138, 16.8776, 0.0005888, -0.0006852, 7.92, 551, 13, 56, 1
44254.25, 82.270443, 299.772927, 16.8547, -0.0018161, -0.0005859, 6.43, 325, 1, -30, 2
44254.25, 82.270766, 299.767716, 16.8424, 0.0000000, 0.0002551, 6.04, 596, 7, -116, 3
44254.25, 82.270330, 299.774752, 16.8603, -0.0019337, -0.0008608, 6.39, 302, 5, 0, 0
44254.50, 82.270384, 299.779037, 16.8849, 0.0007563, 0.0010125, 8.77, 557, 15, 56, 1
44254.50, 82.270708, 299.773829, 16.8185, -0.0002884, 0.0000000, 4.07, 315, 6, -30, 2
44254.50, 82.271031, 299.768622, 16.8265, 0.0001108, -0.0006370, 6.19, 591, 5, -116, 3
44254.50, 82.270594, 299.775660, 16.8238, -0.0001036, 0.0001828, 4.14, 295, 8, 0, 0
44254.75, 82.270641, 299.780060, 16.8722, -0.0019048, 0.0011855, 8.34, 559, 18, 58, 1
44254.75, 82.270968, 299.774813, 16.8189, -0.0001216, 0.0003987, 3.67, 322, 4, -29, 2
44254.75, 82.271294, 299.769566, 16.8219, 0.0004528, -0.0005938, 5.90, 595, 3, -115, 3
44254.75, 82.270858, 299.776566, 16.8245, -0.0001044, 0.0001942, 3.80, 305, 5, 0, 0
44255.00, 82.270897, 299.781109, 16.8325, -0.0012796, 0.0005596, 6.34, 548, 24, 60, 1
44255.00, 82.271225, 299.775824, 16.8244, 0.0000000, 0.0001749, 4.08, 322, 15, -27, 2
44255.00, 82.271554, 299.770538, 16.8262, 0.0003184, -0.0004085, 5.67, 598, 3, -114, 3
44255.00, 82.271123, 299.777474, 16.8220, 0.0000000, -0.0001743, 3.78, 302, 11, 0, 0
44255.25, 82.271151, 299.782179, 16.8198, -0.0003547, 0.0004720, 4.34, 550, 8, 63, 1
44255.25, 82.271480, 299.776890, 16.8275, 0.0000000, -0.0003484, 4.37, 322, 15, -25, 2
44255.25, 82.271808, 299.771602, 16.8325, 0.0000000, -0.0001445, 6.19, 598, 7, -112, 3
44255.25, 82.271387, 299.778382, 16.8184, 0.0000000, -0.0003052, 3.53, 303, 10, 0, 0
44255.50, 82.271407, 299.783211, 16.8182, -0.0003023, 0.0001148, 3.88, 549, 9, 65, 1
44255.50, 82.271735, 299.777941, 16.8164, -0.0003970, -0.0003955, 3.70, 328, 7, -22, 2
44255.50, 82.272063, 299.772672, 16.8541, 0.0015540, 0.0001868, 8.25, 598, 10, -109, 3
44255.50, 82.271651, 299.779290, 16.8135, -0.0001351, -0.0001523, 3.18, 307, 5, 0, 0
44255.75, 82.271663, 299.784246, 16.8282, 0.0004962, -0.0001783, 5.68, 535, 22, 67, 1
44255.75, 82.271991, 299.778989, 16.8605, 0.0026155, 0.0009160, 7.08, 321, 13, -20, 2
44255.75, 82.272318, 299.773732, 16.9008, 0.0018172, -0.0008526, 11.38, 591, 19, -107, 3
44255.75, 82.271915, 299.780200, 16.8515, 0.0021002, 0.0006536, 6.39, 288, 20, 0, 0
44256.00, 82.271923, 299.785215, 16.8606, 0.0008586, 0.0000000, 8.14, 535, 17, 68, 1
44256.00, 82.272249, 299.779991, 16.8779, -0.0009216, -0.0007501, 8.93, 321, 10, -18, 2
44256.00, 82.272575, 299.774767, 16.8891, -0.0024073, -0.0024597, 9.55, 595, 19, -105, 3
44256.00, 82.272179, 299.781107, 16.8717, -0.0009100, -0.0004961, 8.45, 295, 11, 0, 0
44256.25, 82.272182, 299.786196, 16.8437, -0.0017051, -0.0004872, 6.00, 546, 9, 69, 1
44256.25, 82.272507, 299.780990, 16.8332, -0.0004798, 0.0002010, 4.88, 320, 15, -17, 2
44256.25, 82.272832, 299.775783, 16.8461, 0.0001906, -0.0004825, 7.17, 598, 3, -103, 3
44256.25, 82.272443, 299.782018, 16.8323, -0.0005129, 0.0001012, 4.13, 297, 13, 0, 0
44256.50, 82.272442, 299.787182, 16.8365, 0.0008926, 0.0006143, 5.84, 547, 11, 70, 1
44256.50, 82.272767, 299.781964, 16.8775, 0.0019104, 0.0011352, 7.47, 325, 6, -16, 2
44256.50, 82.273093, 299.776747, 16.8566, 0.0002618, 0.0000000, 7.21, 601, 7, -102, 3
44256.50, 82.272707, 299.782930, 16.8710, 0.0018800, 0.0005838, 6.93, 305, 9, 0, 0
44256.75, 82.272701, 299.788167, 16.8973, 0.0017512, 0.0014090, 8.04, 545, 14, 71, 1
44256.75, 82.273027, 299.782942, 16.9075, -0.0011201, 0.0002174, 9.69, 320, 11, -15, 2
44256.75, 82.273353, 299.777718, 16.8492, 0.0000000, -0.0005542, 7.05, 599, 7, -101, 3
44256.75, 82.272971, 299.783840, 16.9152, 0.0001710, -0.0004625, 9.97, 299, 9, 0, 0
44257.00, 82.272960, 299.789168, 16.9955, 0.0019952, 0.0006291, 12.94, 542, 12, 73, 1
44257.00, 82.273285, 299.783944, 16.8887, -0.0003457, 0.0005108, 9.14, 314, 12, -13, 2
44257.00, 82.273610, 299.778720, 16.8363, -0.0001720, -0.0005845, 5.87, 603, 2, -99, 3
44257.00, 82.273235, 299.784751, 16.9051, -0.0005139, -0.0001744, 10.03, 294, 7, 0, 0
44257.25, 82.273220, 299.790129, 17.0119, -0.0013523, -0.0013665, 15.35, 549, 7, 74, 1
44257.25, 82.273544, 299.784921, 16.8927, 0.0008506, 0.0000000, 7.63, 319, 7, -12, 2
44257.25, 82.273869, 299.779714, 16.8533, 0.0010769, 0.0002687, 5.94, 603, 9, -98, 3
44257.25, 82.273498, 299.785658, 16.9053, 0.0009953, 0.0000000, 8.45, 293, 8, 0, 0
44257.50, 82.273481, 299.791087, 16.9557, 0.0000000, 0.0000000, 12.26, 544, 15, 74, 1
44257.50, 82.273805, 299.785891, 16.8928, -0.0005082, -0.0003761, 6.56, 326, 7, -11, 2
44257.50, 82.274128, 299.780694, 16.8801, 0.0000000, 0.0001715, 6.71, 599, 20, -97, 3
44257.50, 82.273762, 299.786570, 16.9045, -0.0009949, 0.0001796, 7.68, 297, 10, 0, 0
44257.75, 82.273744, 299.792003, 16.9761, 0.0013068, 0.0004894, 13.53, 548, 10, 75, 1
44257.75, 82.274067, 299.786824, 16.8790, -0.0002941, 0.0005296, 5.03, 323, 9, -11, 2
44257.75, 82.274390, 299.781644, 16.8939, 0.0002478, 0.0006439, 5.89, 594, 26, -96, 3
44257.75, 82.274026, 299.787480, 16.8919, -0.0007131, 0.0013289, 5.81, 296, 14, 0, 0
44258.00, 82.274007, 299.792906, 16.9852, -0.0002322, 0.0007667, 14.42, 550, 7, 75, 1
44258.00, 82.274331, 299.787721, 16.9096, 0.0011571, 0.0012985, 7.05, 322, 11, -11, 2
44258.00, 82.274656, 299.782536, 16.8836, -0.0004250, -0.0003878, 4.94, 600, 17, -97, 3
44258.00, 82.274290, 299.788388, 16.9425, 0.0017097, 0.0022159, 9.85, 303, 6, 0, 0
44258.25, 82.274273, 299.793793, 16.9504, -0.0017505, 0.0014520, 12.26, 548, 12, 74, 1
44258.25, 82.274597, 299.788598, 16.9147, -0.0011718, 0.0004610, 9.12, 315, 13, -12, 2
44258.25, 82.274922, 299.783404, 16.8684, -0.0001472, -0.0003397, 4.16, 612, 5, -97, 3
44258.25, 82.274553, 299.789300, 16.9413, -0.0018032, 0.0005921, 10.59, 296, 9, 0, 0
44258.50, 82.274538, 299.794676, 16.9238, -0.0016791, 0.0030921, 14.03, 551, 11, 74, 1
44258.50, 82.274862, 299.789483, 16.8803, 0.0000000, 0.0008735, 5.43, 304, 27, -12, 2
44258.50, 82.275187, 299.784290, 16.8695, 0.0001519, 0.0000000, 3.90, 605, 6, -98, 3
44258.50, 82.274817, 299.790209, 16.8927, -0.0004506, 0.0010946, 6.24, 287, 21, 0, 0
44258.75, 82.274805, 299.795540, 16.9028, -0.0018023, 0.0028196, 12.82, 544, 20, 73, 1
44258.75, 82.275128, 299.790361, 16.8806, -0.0005336, 0.0005384, 4.45, 313, 19, -13, 2
44258.75, 82.275450, 299.785183, 16.8815, 0.0006478, 0.0000000, 4.35, 595, 13, -98, 3
44258.75, 82.275080, 299.791120, 16.8826, -0.0005923, 0.0001955, 4.52, 289, 20, 0, 0
44259.00, 82.275070, 299.796430, 16.8784, -0.0003476, 0.0006458, 5.28, 515, 49, 73, 1
44259.00, 82.275393, 299.791258, 16.8785, -0.0003844, 0.0003809, 4.38, 308, 22, -13, 2
44259.00, 82.275715, 299.786086, 16.8897, 0.0000000, -0.0007210, 4.86, 599, 8, -98, 3
44259.00, 82.275344, 299.792029, 16.8790, -0.0002449, 0.0000000, 4.47, 288, 22, 0, 0
44259.25, 82.275332, 299.797351, 16.8794, -0.0003979, -0.0005553, 5.39, 523, 33, 73, 1
44259.25, 82.275655, 299.792174, 16.8888, -0.0001587, 0.0009521, 5.21, 312, 21, -13, 2
44259.25, 82.275978, 299.786997, 16.8832, 0.0002732, -0.0010077, 5.00, 597, 11, -98, 3
44259.25, 82.275608, 299.792937, 16.8965, 0.0000000, 0.0010956, 5.80, 287, 24, 0, 0
44259.50, 82.275596, 299.798279, 16.9227, 0.0020016, -0.0008007, 8.22, 538, 22, 73, 1
44259.50, 82.275918, 299.793095, 16.8888, -0.0006211, 0.0006067, 5.16, 319, 12, -12, 2
44259.50, 82.276240, 299.787912, 16.8877, 0.0008097, -0.0008912, 5.30, 579, 29, -98, 3
44259.50, 82.275871, 299.793847, 16.8984, -0.0010516, 0.0005628, 5.56, 294, 16, 0, 0
44259.75, 82.275859, 299.799194, 16.9760, 0.0019445, 0.0021089, 15.28, 554, 7, 73, 1
44259.75, 82.276180, 299.794017, 16.8789, -0.0004783, 0.0001124, 4.14, 316, 13, -12, 2
44259.75, 82.276502, 299.788839, 16.9057, 0.0003534, -0.0010360, 8.60, 561, 46, -97, 3
44259.75, 82.276135, 299.794754, 16.8808, -0.0004756, 0.0000000, 4.40, 300, 11, 0, 0
44260.00, 82.276121, 299.800108, 16.9584, -0.0035711, 0.0016625, 15.34, 550, 6, 73, 1
44260.00, 82.276444, 299.794931, 16.8794, 0.0000000, 0.0002753, 3.72, 309, 11, -12, 2
44260.00, 82.276766, 299.789755, 16.9927, 0.0045403, -0.0006930, 17.17, 598, 15, -97, 3
44260.00, 82.276398, 299.795660, 16.8802, 0.0000000, 0.0001800, 3.87, 289, 11, 0, 0
44260.25, 82.276384, 299.801034, 16.9163, 0.0005999, 0.0010959, 7.93, 514, 45, 74, 1
44260.25, 82.276706, 299.795855, 16.8970, 0.0001666, 0.0004627, 4.60, 317, 6, -12, 2
44260.25, 82.277028, 299.790675, 17.1249, 0.0021222, 0.0003755, 23.30, 587, 25, -97, 3
44260.25, 82.276662, 299.796568, 16.8962, 0.0001481, 0.0002650, 4.53, 296, 2, 0, 0
44260.50, 82.276646, 299.801968, 16.9184, -0.0004782, 0.0005304, 6.28, 524, 38, 74, 1
44260.50, 82.276968, 299.796787, 16.9161, 0.0001905, 0.0003527, 6.56, 304, 26, -11, 2
44260.50, 82.277291, 299.791606, 17.1070, -0.0044468, -0.0009421, 18.97, 591, 23, -97, 3
44260.50, 82.276925, 299.797473, 16.9093, -0.0001832, 0.0003472, 5.80, 291, 14, 0, 0
44260.75, 82.276909, 299.802883, 16.9360, 0.0009197, 0.0010266, 5.97, 539, 19, 74, 1
44260.75, 82.277231, 299.797707, 16.9973, 0.0012966, 0.0000000, 13.83, 328, 3, -11, 2
44260.75, 82.277552, 299.792531, 17.0050, 0.0030918, -0.0015913, 15.49, 598, 12, -96, 3
44260.75, 82.277189, 299.798381, 16.9792, 0.0023654, 0.0003742, 10.98, 303, 7, 0, 0
44261.00, 82.277170, 299.803827, 16.9661, -0.0001020, 0.0001816, 7.37, 525, 30, 75, 1
44261.00, 82.277492, 299.798636, 17.0175, -0.0004896, 0.0009695, 12.30, 327, 3, -11, 2
44261.00, 82.277815, 299.793445, 16.9722, -0.0022359, -0.0032996, 13.13, 591, 17, -96, 3
44261.00, 82.277452, 299.799287, 17.0363, 0.0004049, -0.0003520, 12.87, 304, 3, 0, 0
44261.25, 82.277433, 299.804751, 16.9763, 0.0002074, -0.0001906, 8.54, 537, 26, 75, 1
44261.25, 82.277755, 299.799552, 16.9773, -0.0018108, -0.0001276, 9.33, 325, 7, -11, 2
44261.25, 82.278078, 299.794354, 16.9210, 0.0001311, -0.0001328, 6.45, 583, 27, -96, 3
44261.25, 82.277716, 299.800193, 16.9910, -0.0020861, -0.0009465, 10.16, 299, 9, 0, 0
44261.50, 82.277693, 299.805716, 16.9505, -0.0011188, 0.0000000, 7.58, 534, 23, 76, 1
44261.50, 82.278016, 299.800509, 16.9469, 0.0006368, -0.0001537, 6.85, 317, 18, -10, 2
44261.50, 82.278339, 299.795302, 16.9388, 0.0004601, 0.0003242, 7.01, 590, 17, -95, 3
44261.50, 82.277979, 299.801100, 16.9497, 0.0009200, -0.0005951, 7.18, 296, 17, 0, 0
44261.75, 82.277951, 299.806690, 16.9192, -0.0007970, 0.0006080, 4.97, 519, 31, 77, 1
44261.75, 82.278275, 299.801478, 16.9901, 0.0009972, 0.0002360, 9.82, 319, 11, -9, 2
44261.75, 82.278599, 299.796266, 16.9482, 0.0000000, 0.0000000, 7.30, 584, 25, -94, 3
44261.75, 82.278243, 299.802003, 16.9914, 0.0013433, -0.0003543, 10.08, 294, 10, 0, 0
44262.00, 82.278212, 299.807643, 16.9531, 0.0012294, 0.0009034, 7.03, 527, 29, 78, 1
44262.00, 82.278535, 299.802428, 16.9989, -0.0007170, -0.0004877, 9.76, 311, 14, -8, 2
44262.00, 82.278858, 299.797213, 16.9780, 0.0007439, 0.0005639, 9.43, 586, 27, -94, 3
44262.00, 82.278505, 299.802907, 16.9990, -0.0007636, -0.0005697, 9.92, 289, 13, 0, 0
44262.25, 82.278473, 299.808586, 17.0040, 0.0002242, 0.0005500, 9.20, 525, 27, 79, 1
44262.25, 82.278796, 299.803386, 16.9904, 0.0002426, -0.0005970, 10.19, 309, 17, -7, 2
44262.25, 82.279118, 299.798185, 17.0015, 0.0000000, -0.0003011, 12.56, 597, 18, -93, 3
44262.25, 82.278769, 299.803813, 16.9906, 0.0001497, -0.0004148, 10.13, 286, 17, 0, 0
44262.50, 82.278735, 299.809516, 17.0464, 0.0008024, 0.0012384, 14.68, 518, 35, 79, 1
44262.50, 82.279057, 299.804323, 17.0580, 0.0023330, 0.0006712, 15.80, 312, 14, -6, 2
44262.50, 82.279379, 299.799131, 16.9739, 0.0011008, -0.0012650, 10.72, 593, 22, -92, 3
44262.50, 82.279033, 299.804718, 17.0697, 0.0032629, -0.0005582, 15.12, 288, 14, 0, 0
44262.75, 82.278998, 299.810421, 17.1073, -0.0002353, -0.0014454, 19.66, 536, 17, 79, 1
44262.75, 82.279320, 299.805232, 17.2849, 0.0069550, 0.0047606, 26.61, 316, 13, -6, 2
44262.75, 82.279642, 299.800042, 17.0659, 0.0067644, 0.0001876, 14.03, 608, 13, -92, 3
44262.75, 82.279296, 299.805621, 17.3161, 0.0079858, 0.0015312, 27.47, 298, 10, 0, 0
44263.00, 82.279262, 299.811314, 17.1210, 0.0018649, -0.0041303, 13.70, 536, 19, 79, 1
44263.00, 82.279584, 299.806117, 17.5521, 0.0023265, 0.0083028, 36.77, 328, 7, -7, 2
44263.00, 82.279906, 299.800920, 17.2930, 0.0093689, -0.0015980, 26.00, 583, 30, -92, 3
44263.00, 82.279559, 299.806524, 17.6049, 0.0034300, 0.0051881, 41.99, 306, 2, 0, 0
44263.25, 82.279528, 299.812188, 17.2651, 0.0079603, -0.0046263, 19.49, 528, 31, 78, 1
44263.25, 82.279849, 299.806987, 17.5932, -0.0079774, 0.0063819, 37.68, 325, 3, -7, 2
44263.25, 82.280170, 299.801786, 17.3539, -0.0047415, -0.0050372, 28.72, 582, 34, -93, 3
44263.25, 82.279822, 299.807427, 17.6294, -0.0072736, 0.0042485, 42.08, 305, 1, 0, 0
44263.50, 82.279793, 299.813072, 17.5848, 0.0116389, -0.0033121, 35.15, 535, 21, 78, 1
44263.50, 82.280114, 299.807862, 17.4392, -0.0062348, 0.0044777, 30.23, 323, 8, -8, 2
44263.50, 82.280435, 299.802652, 17.2039, -0.0038577, -0.0002326, 19.21, 597, 17, -93, 3
44263.50, 82.280085, 299.808328, 17.4476, -0.0069207, 0.0050990, 30.31, 299, 8, 0, 0
44263.75, 82.280059, 299.813936, 17.6733, 0.0028171, -0.0016771, 39.01, 543, 21, 77, 1
44263.75, 82.280380, 299.808731, 17.2268, -0.0062138, 0.0000000, 19.80, 308, 17, -8, 2
44263.75, 82.280700, 299.803525, 17.1602, 0.0000000, 0.0018555, 19.45, 593, 22, -94, 3
44263.75, 82.280349, 299.809229, 17.2412, -0.0063134, 0.0023094, 19.65, 289, 17, 0, 0
44264.00, 82.280325, 299.814798, 17.5833, -0.0045487, 0.0040981, 43.89, 559, 6, 77, 1
44264.00, 82.280644, 299.809599, 17.0978, -0.0017245, -0.0021251, 16.58, 318, 18, -9, 2
44264.00, 82.280964, 299.804400, 17.1176, -0.0051225, 0.0004687, 16.29, 592, 23, -94, 3
44264.00, 82.280612, 299.810127, 17.0901, -0.0026309, -0.0024832, 15.90, 296, 17, 0, 0
44264.25, 82.280590, 299.815675, 17.2680, -0.0143397, 0.0027438, 21.62, 532, 35, 76, 1
44264.25, 82.280909, 299.810479, 17.1237, 0.0041852, -0.0049615, 16.58, 313, 23, -9, 2
44264.25, 82.281228, 299.805283, 17.0627, -0.0005948, 0.0032893, 10.92, 571, 41, -94, 3
